Organism,Country,Year,Prophet_Forecast_%,Prophet_CI_Lower_%,Prophet_CI_Upper_%
Staphylococcus aureus,Chile,2027.0,26.33,4.1,44.77
Staphylococcus aureus,Chile,2028.0,27.43,6.89,47.53
Staphylococcus aureus,Chile,2029.0,28.52,7.33,51.63
Staphylococcus aureus,Chile,2030.0,29.61,10.82,49.7
Staphylococcus aureus,China,2025.0,15.49,0.0,31.89
Staphylococcus aureus,China,2026.0,12.83,0.0,30.59
Staphylococcus aureus,China,2027.0,10.18,0.0,26.33
Staphylococcus aureus,China,2028.0,7.53,0.0,25.65
Staphylococcus aureus,China,2029.0,4.87,0.0,21.04
Staphylococcus aureus,China,2030.0,2.21,0.0,19.07
Staphylococcus aureus,Colombia,2025.0,2.94,0.77,5.12
Staphylococcus aureus,Colombia,2026.0,3.1,0.93,5.18
Staphylococcus aureus,Colombia,2027.0,3.27,0.99,5.42
Staphylococcus aureus,Colombia,2028.0,3.43,1.39,5.67
Staphylococcus aureus,Colombia,2029.0,3.6,1.68,5.91
Staphylococcus aureus,Colombia,2030.0,3.76,1.69,6.18
Staphylococcus aureus,Croatia,2025.0,31.62,20.95,40.94
Staphylococcus aureus,Croatia,2026.0,33.72,22.66,44.03
Staphylococcus aureus,Croatia,2027.0,35.81,25.41,46.24
Staphylococcus aureus,Croatia,2028.0,37.9,28.06,47.38
Staphylococcus aureus,Croatia,2029.0,40.0,28.81,49.92
Staphylococcus aureus,Croatia,2030.0,42.1,32.05,51.64
Staphylococcus aureus,Czech Republic,2025.0,0.0,0.0,6.26
Staphylococcus aureus,Czech Republic,2026.0,0.0,0.0,1.6
Staphylococcus aureus,Czech Republic,2027.0,0.0,0.0,0.0
Staphylococcus aureus,Czech Republic,2028.0,0.0,0.0,0.0
Staphylococcus aureus,Czech Republic,2029.0,0.0,0.0,0.0
Staphylococcus aureus,Czech Republic,2030.0,0.0,0.0,0.0
Staphylococcus aureus,France,2025.0,7.13,3.38,11.01
Staphylococcus aureus,France,2026.0,7.48,3.95,10.96
Staphylococcus aureus,France,2027.0,7.84,3.88,11.38
Staphylococcus aureus,France,2028.0,8.19,4.31,12.43
Staphylococcus aureus,France,2029.0,8.55,4.68,12.59
Staphylococcus aureus,France,2030.0,8.9,5.06,12.67
Staphylococcus aureus,Germany,2025.0,11.85,1.82,21.89
Staphylococcus aureus,Germany,2026.0,12.36,2.82,23.1
Staphylococcus aureus,Germany,2027.0,12.88,3.31,21.12
Staphylococcus aureus,Germany,2028.0,13.4,4.25,23.72
Staphylococcus aureus,Germany,2029.0,13.92,4.62,23.86
Staphylococcus aureus,Germany,2030.0,14.43,5.25,23.92
Staphylococcus aureus,Greece,2025.0,32.21,16.98,49.86
Staphylococcus aureus,Greece,2026.0,33.65,17.26,48.57
Staphylococcus aureus,Greece,2027.0,35.09,18.67,52.64
Staphylococcus aureus,Greece,2028.0,36.53,19.45,53.46
Staphylococcus aureus,Greece,2029.0,37.98,21.48,54.32
Staphylococcus aureus,Greece,2030.0,39.42,23.03,55.03
Staphylococcus aureus,Hungary,2025.0,10.34,0.0,32.81
Staphylococcus aureus,Hungary,2026.0,8.82,0.0,31.49
Staphylococcus aureus,Hungary,2027.0,7.31,0.0,31.57
Staphylococcus aureus,Hungary,2028.0,5.79,0.0,29.28
Staphylococcus aureus,Hungary,2029.0,4.27,0.0,27.78
Staphylococcus aureus,Hungary,2030.0,2.75,0.0,28.95
Staphylococcus aureus,Ireland,2025.0,5.3,1.72,8.82
Staphylococcus aureus,Ireland,2026.0,5.7,2.18,9.33
Staphylococcus aureus,Ireland,2027.0,6.1,2.61,9.63
Staphylococcus aureus,Ireland,2028.0,6.5,2.9,10.22
Staphylococcus aureus,Ireland,2029.0,6.9,3.69,11.04
Staphylococcus aureus,Ireland,2030.0,7.29,3.86,10.91
Staphylococcus aureus,Israel,2025.0,38.96,14.16,61.91
Staphylococcus aureus,Israel,2026.0,40.77,18.26,65.38
Staphylococcus aureus,Israel,2027.0,42.59,19.99,66.16
Staphylococcus aureus,Israel,2028.0,44.4,23.0,65.46
Staphylococcus aureus,Israel,2029.0,46.21,24.48,69.89
Staphylococcus aureus,Israel,2030.0,48.03,23.63,70.16
Staphylococcus aureus,Italy,2025.0,20.04,12.12,28.48
Staphylococcus aureus,Italy,2026.0,21.14,12.48,30.44
Staphylococcus aureus,Italy,2027.0,22.25,14.2,31.23
Staphylococcus aureus,Italy,2028.0,23.35,15.58,32.97
Staphylococcus aureus,Italy,2029.0,24.46,15.7,33.21
Staphylococcus aureus,Italy,2030.0,25.56,17.15,33.86
Staphylococcus aureus,Japan,2025.0,26.39,17.53,36.87
Staphylococcus aureus,Japan,2026.0,24.61,14.29,34.18
Staphylococcus aureus,Japan,2027.0,22.83,13.09,33.1
Staphylococcus aureus,Japan,2028.0,21.05,10.87,31.46
Staphylococcus aureus,Japan,2029.0,19.26,9.05,29.07
Staphylococcus aureus,Japan,2030.0,17.48,7.21,26.65
Staphylococcus aureus,"Korea, South",2025.0,44.89,27.95,61.59
Staphylococcus aureus,"Korea, South",2026.0,47.23,31.92,64.25
Staphylococcus aureus,"Korea, South",2027.0,49.57,31.95,66.34
Staphylococcus aureus,"Korea, South",2028.0,51.91,33.35,68.78
Staphylococcus aureus,"Korea, South",2029.0,54.25,34.08,70.99
Staphylococcus aureus,"Korea, South",2030.0,56.59,37.75,75.58
Staphylococcus aureus,Lithuania,2025.0,20.09,14.83,25.53
Staphylococcus aureus,Lithuania,2026.0,21.53,16.25,26.89
Staphylococcus aureus,Lithuania,2027.0,22.96,18.08,28.11
Staphylococcus aureus,Lithuania,2028.0,24.39,19.04,29.5
Staphylococcus aureus,Lithuania,2029.0,25.83,21.03,31.71
Staphylococcus aureus,Lithuania,2030.0,27.27,22.07,32.44
Staphylococcus aureus,Mexico,2025.0,54.39,38.22,70.9
Staphylococcus aureus,Mexico,2026.0,57.4,39.05,76.32
Staphylococcus aureus,Mexico,2027.0,60.4,41.75,76.09
Staphylococcus aureus,Mexico,2028.0,63.41,45.16,82.83
Staphylococcus aureus,Mexico,2029.0,66.42,49.63,83.74
Staphylococcus aureus,Mexico,2030.0,69.43,51.98,86.29
Staphylococcus aureus,Poland,2025.0,17.94,7.81,26.96
Staphylococcus aureus,Poland,2026.0,18.76,9.21,28.38
Staphylococcus aureus,Poland,2027.0,19.59,11.09,28.0
Staphylococcus aureus,Poland,2028.0,20.42,10.53,28.43
Staphylococcus aureus,Poland,2029.0,21.24,12.2,30.25
Staphylococcus aureus,Poland,2030.0,22.07,13.77,31.05
Staphylococcus aureus,Portugal,2025.0,27.47,12.0,43.49
Staphylococcus aureus,Portugal,2026.0,28.73,12.69,44.94
Staphylococcus aureus,Portugal,2027.0,29.98,14.25,44.11
Staphylococcus aureus,Portugal,2028.0,31.24,16.21,46.47
Staphylococcus aureus,Portugal,2029.0,32.5,16.35,47.31
Staphylococcus aureus,Portugal,2030.0,33.76,18.93,49.81
Staphylococcus aureus,Romania,2025.0,5.76,1.74,9.66
Staphylococcus aureus,Romania,2026.0,6.05,2.0,10.31
Staphylococcus aureus,Romania,2027.0,6.33,2.16,10.53
Staphylococcus aureus,Romania,2028.0,6.62,2.45,10.98
Staphylococcus aureus,Romania,2029.0,6.91,2.6,10.78
Staphylococcus aureus,Romania,2030.0,7.2,3.27,11.16
Staphylococcus aureus,South Africa,2025.0,0.0,0.0,14.6
Staphylococcus aureus,South Africa,2026.0,0.0,0.0,11.9
Staphylococcus aureus,South Africa,2027.0,0.0,0.0,7.06
Staphylococcus aureus,South Africa,2028.0,0.0,0.0,0.45
Staphylococcus aureus,South Africa,2029.0,0.0,0.0,0.0
Staphylococcus aureus,South Africa,2030.0,0.0,0.0,0.0
Staphylococcus aureus,Spain,2025.0,22.16,14.75,31.08
Staphylococcus aureus,Spain,2026.0,23.33,14.83,31.01
Staphylococcus aureus,Spain,2027.0,24.5,16.4,32.99
Staphylococcus aureus,Spain,2028.0,25.68,17.06,33.98
Staphylococcus aureus,Spain,2029.0,26.86,19.08,35.02
Staphylococcus aureus,Spain,2030.0,28.03,19.34,36.41
Staphylococcus aureus,Taiwan,2025.0,51.72,34.39,67.96
Staphylococcus aureus,Taiwan,2026.0,54.34,36.7,71.03
Staphylococcus aureus,Taiwan,2027.0,56.97,39.09,74.93
Staphylococcus aureus,Taiwan,2028.0,59.59,42.69,77.12
Staphylococcus aureus,Taiwan,2029.0,62.22,47.36,81.55
Staphylococcus aureus,Taiwan,2030.0,64.85,47.55,82.06
Staphylococcus aureus,Turkey,2025.0,9.94,0.41,18.57
Staphylococcus aureus,Turkey,2026.0,10.4,1.46,19.99
Staphylococcus aureus,Turkey,2027.0,10.86,2.27,19.63
Staphylococcus aureus,Turkey,2028.0,11.31,2.34,20.5
Staphylococcus aureus,Turkey,2029.0,11.77,3.21,22.45
Staphylococcus aureus,Turkey,2030.0,12.23,2.51,20.57
Staphylococcus aureus,United Kingdom,2025.0,7.6,0.0,23.09
Staphylococcus aureus,United Kingdom,2026.0,7.57,0.0,24.21
Staphylococcus aureus,United Kingdom,2027.0,7.54,0.0,24.63
Staphylococcus aureus,United Kingdom,2028.0,7.51,0.0,25.64
Staphylococcus aureus,United Kingdom,2029.0,7.48,0.0,22.42
Staphylococcus aureus,United Kingdom,2030.0,7.45,0.0,23.23
Staphylococcus aureus,United States,2025.0,35.0,25.38,44.89
Staphylococcus aureus,United States,2026.0,36.98,27.04,47.24
Staphylococcus aureus,United States,2027.0,38.96,29.63,48.48
Staphylococcus aureus,United States,2028.0,40.94,31.36,50.16
Staphylococcus aureus,United States,2029.0,42.93,32.66,51.63
Staphylococcus aureus,United States,2030.0,44.91,35.78,54.02
Pseudomonas aeruginosa,Belgium,2025.0,28.76,10.34,44.93
Pseudomonas aeruginosa,Belgium,2026.0,30.42,14.08,48.01
Pseudomonas aeruginosa,Belgium,2027.0,32.09,14.35,51.67
Pseudomonas aeruginosa,Belgium,2028.0,33.75,15.8,50.12
Pseudomonas aeruginosa,Belgium,2029.0,35.42,17.98,52.02
Pseudomonas aeruginosa,Belgium,2030.0,37.09,18.58,54.13
Pseudomonas aeruginosa,Brazil,2025.0,31.06,19.45,43.21
Pseudomonas aeruginosa,Brazil,2026.0,30.9,18.68,42.62
Pseudomonas aeruginosa,Brazil,2027.0,30.74,18.78,43.0
Pseudomonas aeruginosa,Brazil,2028.0,30.57,19.3,42.6
Pseudomonas aeruginosa,Brazil,2029.0,30.41,18.91,43.19
Pseudomonas aeruginosa,Brazil,2030.0,30.24,18.04,43.17
Pseudomonas aeruginosa,Canada,2025.0,20.1,9.73,30.74
Pseudomonas aeruginosa,Canada,2026.0,20.88,10.94,30.7
Pseudomonas aeruginosa,Canada,2027.0,21.66,11.87,31.28
Pseudomonas aeruginosa,Canada,2028.0,22.45,13.59,31.57
Pseudomonas aeruginosa,Canada,2029.0,23.23,12.11,33.48
Pseudomonas aeruginosa,Canada,2030.0,24.01,13.64,34.48
Pseudomonas aeruginosa,China,2025.0,31.15,8.43,53.13
Pseudomonas aeruginosa,China,2026.0,31.01,10.67,51.92
Pseudomonas aeruginosa,China,2027.0,30.87,10.97,51.58
Pseudomonas aeruginosa,China,2028.0,30.73,10.43,51.93
Pseudomonas aeruginosa,China,2029.0,30.59,8.62,52.01
Pseudomonas aeruginosa,China,2030.0,30.45,8.59,52.32
Pseudomonas aeruginosa,Colombia,2025.0,40.19,27.78,52.08
Pseudomonas aeruginosa,Colombia,2026.0,40.96,28.43,52.48
Pseudomonas aeruginosa,Colombia,2027.0,41.73,29.01,54.01
Pseudomonas aeruginosa,Colombia,2028.0,42.5,30.33,54.57
Pseudomonas aeruginosa,Colombia,2029.0,43.28,32.36,55.81
Pseudomonas aeruginosa,Colombia,2030.0,44.05,31.68,55.49
Pseudomonas aeruginosa,Croatia,2025.0,42.34,21.68,65.29
Pseudomonas aeruginosa,Croatia,2026.0,42.56,21.02,62.9
Pseudomonas aeruginosa,Croatia,2027.0,42.78,20.21,64.34
Pseudomonas aeruginosa,Croatia,2028.0,43.0,21.18,66.33
Pseudomonas aeruginosa,Croatia,2029.0,43.22,20.25,62.86
Pseudomonas aeruginosa,Croatia,2030.0,43.43,22.19,64.72
Pseudomonas aeruginosa,Denmark,2025.0,17.91,10.17,26.38
Pseudomonas aeruginosa,Denmark,2026.0,18.71,9.81,26.62
Pseudomonas aeruginosa,Denmark,2027.0,19.51,11.5,27.77
Pseudomonas aeruginosa,Denmark,2028.0,20.31,12.62,27.7
Pseudomonas aeruginosa,Denmark,2029.0,21.11,13.1,30.08
Pseudomonas aeruginosa,Denmark,2030.0,21.9,14.01,29.9
Pseudomonas aeruginosa,France,2025.0,24.47,12.97,36.25
Pseudomonas aeruginosa,France,2026.0,24.62,12.68,36.08
Pseudomonas aeruginosa,France,2027.0,24.77,12.17,37.0
Pseudomonas aeruginosa,France,2028.0,24.92,13.11,37.25
Pseudomonas aeruginosa,France,2029.0,25.07,14.24,36.13
Pseudomonas aeruginosa,France,2030.0,25.21,13.94,38.68
Pseudomonas aeruginosa,Germany,2025.0,23.4,11.11,34.89
Pseudomonas aeruginosa,Germany,2026.0,24.14,11.72,35.87
Pseudomonas aeruginosa,Germany,2027.0,24.88,12.39,35.58
Pseudomonas aeruginosa,Germany,2028.0,25.62,14.82,38.07
Pseudomonas aeruginosa,Germany,2029.0,26.37,14.84,38.04
Pseudomonas aeruginosa,Germany,2030.0,27.11,15.08,39.68
Pseudomonas aeruginosa,India,2025.0,56.91,40.88,72.56
Pseudomonas aeruginosa,India,2026.0,58.5,42.69,74.08
Pseudomonas aeruginosa,India,2027.0,60.09,45.0,76.34
Pseudomonas aeruginosa,India,2028.0,61.68,44.77,76.87
Pseudomonas aeruginosa,India,2029.0,63.27,46.77,78.13
Pseudomonas aeruginosa,India,2030.0,64.87,48.32,79.85
Pseudomonas aeruginosa,Italy,2025.0,25.14,11.89,36.98
Pseudomonas aeruginosa,Italy,2026.0,25.02,14.36,39.36
Pseudomonas aeruginosa,Italy,2027.0,24.9,13.32,36.25
Pseudomonas aeruginosa,Italy,2028.0,24.78,13.76,35.56
Pseudomonas aeruginosa,Italy,2029.0,24.65,12.76,36.84
Pseudomonas aeruginosa,Italy,2030.0,24.53,11.61,37.22
Pseudomonas aeruginosa,Mexico,2025.0,38.33,24.62,53.7
Pseudomonas aeruginosa,Mexico,2026.0,38.84,24.42,51.26
Pseudomonas aeruginosa,Mexico,2027.0,39.34,25.51,52.3
Pseudomonas aeruginosa,Mexico,2028.0,39.85,27.75,54.31
Pseudomonas aeruginosa,Mexico,2029.0,40.35,27.49,54.01
Pseudomonas aeruginosa,Mexico,2030.0,40.85,27.07,55.65
Pseudomonas aeruginosa,Portugal,2025.0,33.34,22.52,42.14
Pseudomonas aeruginosa,Portugal,2026.0,34.82,26.04,44.72
Pseudomonas aeruginosa,Portugal,2027.0,36.3,26.5,46.37
Pseudomonas aeruginosa,Portugal,2028.0,37.78,27.59,48.34
Pseudomonas aeruginosa,Portugal,2029.0,39.26,29.45,48.66
Pseudomonas aeruginosa,Portugal,2030.0,40.74,30.83,50.52
Pseudomonas aeruginosa,Spain,2025.0,23.69,12.6,35.48
Pseudomonas aeruginosa,Spain,2026.0,23.75,11.72,35.0
Pseudomonas aeruginosa,Spain,2027.0,23.81,11.79,35.64
Pseudomonas aeruginosa,Spain,2028.0,23.86,10.93,35.78
Pseudomonas aeruginosa,Spain,2029.0,23.92,13.33,35.68
Pseudomonas aeruginosa,Spain,2030.0,23.98,12.62,34.69
Pseudomonas aeruginosa,Taiwan,2025.0,26.85,13.56,41.96
Pseudomonas aeruginosa,Taiwan,2026.0,26.99,12.2,40.57
Pseudomonas aeruginosa,Taiwan,2027.0,27.12,13.11,40.51
Pseudomonas aeruginosa,Taiwan,2028.0,27.26,13.47,41.43
Pseudomonas aeruginosa,Taiwan,2029.0,27.4,12.5,40.2
Pseudomonas aeruginosa,Taiwan,2030.0,27.54,13.16,41.55
Pseudomonas aeruginosa,United Kingdom,2025.0,16.34,11.27,21.58
Pseudomonas aeruginosa,United Kingdom,2026.0,17.0,11.94,21.97
Pseudomonas aeruginosa,United Kingdom,2027.0,17.66,12.57,22.61
Pseudomonas aeruginosa,United Kingdom,2028.0,18.32,13.27,23.25
Pseudomonas aeruginosa,United Kingdom,2029.0,18.98,14.08,24.36
Pseudomonas aeruginosa,United Kingdom,2030.0,19.64,14.74,24.83
Pseudomonas aeruginosa,United States,2025.0,24.22,15.45,31.79
Pseudomonas aeruginosa,United States,2026.0,24.9,16.41,34.49
Pseudomonas aeruginosa,United States,2027.0,25.58,17.04,34.59
Pseudomonas aeruginosa,United States,2028.0,26.26,18.21,35.36
Pseudomonas aeruginosa,United States,2029.0,26.95,18.11,34.51
Pseudomonas aeruginosa,United States,2030.0,27.63,18.88,36.51
Enterobacter cloacae,Canada,2025.0,24.63,13.88,35.71
Enterobacter cloacae,Canada,2026.0,25.64,13.8,37.8
Enterobacter cloacae,Canada,2027.0,26.65,14.22,38.96
Enterobacter cloacae,Canada,2028.0,27.65,16.95,39.81
Enterobacter cloacae,Canada,2029.0,28.66,17.88,41.15
Enterobacter cloacae,Canada,2030.0,29.67,17.87,42.04
Enterobacter cloacae,France,2025.0,66.5,45.1,88.66
Enterobacter cloacae,France,2026.0,68.78,47.79,88.16
Enterobacter cloacae,France,2027.0,71.06,50.01,92.74
Enterobacter cloacae,France,2028.0,73.34,52.55,98.06
Enterobacter cloacae,France,2029.0,75.63,55.14,97.84
Enterobacter cloacae,France,2030.0,77.91,58.39,98.69
Enterobacter cloacae,Germany,2025.0,0.87,0.0,17.33
Enterobacter cloacae,Germany,2026.0,0.0,0.0,14.72
Enterobacter cloacae,Germany,2027.0,0.0,0.0,15.77
Enterobacter cloacae,Germany,2028.0,0.0,0.0,13.89
Enterobacter cloacae,Germany,2029.0,0.0,0.0,13.42
Enterobacter cloacae,Germany,2030.0,0.0,0.0,10.36
Enterobacter cloacae,Italy,2025.0,10.45,0.0,28.2
Enterobacter cloacae,Italy,2026.0,8.72,0.0,26.8
Enterobacter cloacae,Italy,2027.0,6.99,0.0,26.02
Enterobacter cloacae,Italy,2028.0,5.27,0.0,21.13
Enterobacter cloacae,Italy,2029.0,3.54,0.0,24.74
Enterobacter cloacae,Italy,2030.0,1.81,0.0,20.28
Enterobacter cloacae,Spain,2025.0,44.24,29.88,60.21
Enterobacter cloacae,Spain,2026.0,45.79,31.14,62.31
Enterobacter cloacae,Spain,2027.0,47.35,31.4,62.38
Enterobacter cloacae,Spain,2028.0,48.9,32.04,63.9
Enterobacter cloacae,Spain,2029.0,50.46,34.05,66.83
Enterobacter cloacae,Spain,2030.0,52.02,34.67,70.0
Enterobacter cloacae,United States,2025.0,43.27,26.95,60.54
Enterobacter cloacae,United States,2026.0,44.71,29.26,61.89
Enterobacter cloacae,United States,2027.0,46.16,29.01,62.54
Enterobacter cloacae,United States,2028.0,47.6,31.04,64.73
Enterobacter cloacae,United States,2029.0,49.05,32.73,64.3
Enterobacter cloacae,United States,2030.0,50.5,34.47,67.94
Enterococcus faecium,Canada,2025.0,98.66,88.29,100.0
Enterococcus faecium,Canada,2026.0,100.0,92.03,100.0
Enterococcus faecium,Canada,2027.0,100.0,95.57,100.0
Enterococcus faecium,Canada,2028.0,100.0,100.0,100.0
Enterococcus faecium,Canada,2029.0,100.0,100.0,100.0
Enterococcus faecium,Canada,2030.0,100.0,100.0,100.0
Enterococcus faecium,France,2025.0,100.0,73.13,100.0
Enterococcus faecium,France,2026.0,100.0,80.49,100.0
Enterococcus faecium,France,2027.0,100.0,82.22,100.0
Enterococcus faecium,France,2028.0,100.0,91.82,100.0
Enterococcus faecium,France,2029.0,100.0,99.01,100.0
Enterococcus faecium,France,2030.0,100.0,100.0,100.0
Enterococcus faecium,Germany,2025.0,100.0,91.97,100.0
Enterococcus faecium,Germany,2026.0,100.0,96.58,100.0
Enterococcus faecium,Germany,2027.0,100.0,100.0,100.0
Enterococcus faecium,Germany,2028.0,100.0,100.0,100.0
Enterococcus faecium,Germany,2029.0,100.0,100.0,100.0
Enterococcus faecium,Germany,2030.0,100.0,100.0,100.0
Enterococcus faecium,Italy,2025.0,100.0,81.43,100.0
Enterococcus faecium,Italy,2026.0,100.0,87.04,100.0
Enterococcus faecium,Italy,2027.0,100.0,94.79,100.0
Enterococcus faecium,Italy,2028.0,100.0,97.93,100.0
Enterococcus faecium,Italy,2029.0,100.0,100.0,100.0
Enterococcus faecium,Italy,2030.0,100.0,100.0,100.0
Enterococcus faecium,Spain,2025.0,98.77,81.43,100.0
Enterococcus faecium,Spain,2026.0,100.0,85.67,100.0
Enterococcus faecium,Spain,2027.0,100.0,92.48,100.0
Enterococcus faecium,Spain,2028.0,100.0,99.86,100.0
Enterococcus faecium,Spain,2029.0,100.0,100.0,100.0
Enterococcus faecium,Spain,2030.0,100.0,100.0,100.0
Enterococcus faecium,United States,2025.0,91.57,77.99,100.0
Enterococcus faecium,United States,2026.0,92.79,78.95,100.0
Enterococcus faecium,United States,2027.0,94.0,82.38,100.0
Enterococcus faecium,United States,2028.0,95.21,82.75,100.0
Enterococcus faecium,United States,2029.0,96.43,84.51,100.0
Enterococcus faecium,United States,2030.0,97.64,84.36,100.0
Staphylococcus epidermidis,Belgium,2025.0,93.44,74.14,100.0
Staphylococcus epidermidis,Belgium,2026.0,98.36,79.09,100.0
Staphylococcus epidermidis,Belgium,2027.0,100.0,84.64,100.0
Staphylococcus epidermidis,Belgium,2028.0,100.0,88.95,100.0
Staphylococcus epidermidis,Belgium,2029.0,100.0,92.67,100.0
Staphylococcus epidermidis,Belgium,2030.0,100.0,98.9,100.0
Staphylococcus epidermidis,France,2025.0,83.24,56.95,100.0
Staphylococcus epidermidis,France,2026.0,89.35,65.52,100.0
Staphylococcus epidermidis,France,2027.0,95.46,73.59,100.0
Staphylococcus epidermidis,France,2028.0,100.0,76.94,100.0
Staphylococcus epidermidis,France,2029.0,100.0,86.23,100.0
Staphylococcus epidermidis,France,2030.0,100.0,89.82,100.0
Staphylococcus epidermidis,Germany,2025.0,59.54,42.73,76.05
Staphylococcus epidermidis,Germany,2026.0,63.2,46.63,78.23
Staphylococcus epidermidis,Germany,2027.0,66.85,51.83,81.09
Staphylococcus epidermidis,Germany,2028.0,70.51,53.52,84.89
Staphylococcus epidermidis,Germany,2029.0,74.18,58.56,88.37
Staphylococcus epidermidis,Germany,2030.0,77.84,63.55,93.82
Staphylococcus epidermidis,Italy,2025.0,85.72,72.55,99.48
Staphylococcus epidermidis,Italy,2026.0,92.33,79.47,100.0
Staphylococcus epidermidis,Italy,2027.0,98.94,85.45,100.0
Staphylococcus epidermidis,Italy,2028.0,100.0,92.99,100.0
Staphylococcus epidermidis,Italy,2029.0,100.0,97.97,100.0
Staphylococcus epidermidis,Italy,2030.0,100.0,100.0,100.0
Staphylococcus epidermidis,Spain,2025.0,89.37,65.67,100.0
Staphylococcus epidermidis,Spain,2026.0,95.33,73.67,100.0
Staphylococcus epidermidis,Spain,2027.0,100.0,80.29,100.0
Staphylococcus epidermidis,Spain,2028.0,100.0,85.85,100.0
Staphylococcus epidermidis,Spain,2029.0,100.0,89.36,100.0
Staphylococcus epidermidis,Spain,2030.0,100.0,94.85,100.0
Staphylococcus epidermidis,United States,2025.0,50.77,40.35,61.65
Staphylococcus epidermidis,United States,2026.0,48.79,38.06,58.81
Staphylococcus epidermidis,United States,2027.0,46.82,36.91,58.47
Staphylococcus epidermidis,United States,2028.0,44.84,33.89,55.75
Staphylococcus epidermidis,United States,2029.0,42.86,32.19,52.96
Staphylococcus epidermidis,United States,2030.0,40.89,30.67,51.96
Serratia marcescens,France,2025.0,61.79,38.01,84.15
Serratia marcescens,France,2026.0,64.9,38.17,90.11
Serratia marcescens,France,2027.0,68.01,41.44,92.67
Serratia marcescens,France,2028.0,71.13,45.33,92.88
Serratia marcescens,France,2029.0,74.25,47.91,98.64
Serratia marcescens,France,2030.0,77.36,48.81,100.0
Serratia marcescens,Italy,2025.0,53.05,30.54,73.65
Serratia marcescens,Italy,2026.0,55.49,33.46,77.13
Serratia marcescens,Italy,2027.0,57.93,37.87,78.35
Serratia marcescens,Italy,2028.0,60.37,39.85,82.55
Serratia marcescens,Italy,2029.0,62.81,41.63,86.39
Serratia marcescens,Italy,2030.0,65.25,43.87,85.84
Serratia marcescens,Spain,2025.0,17.82,10.67,25.37
Serratia marcescens,Spain,2026.0,18.28,10.56,25.43
Serratia marcescens,Spain,2027.0,18.74,11.08,26.37
Serratia marcescens,Spain,2028.0,19.2,11.06,26.71
Serratia marcescens,Spain,2029.0,19.66,12.52,27.23
Serratia marcescens,Spain,2030.0,20.12,12.39,27.2
Serratia marcescens,United States,2025.0,41.38,20.38,59.96
Serratia marcescens,United States,2026.0,42.89,26.08,61.86
Serratia marcescens,United States,2027.0,44.41,24.79,63.14
Serratia marcescens,United States,2028.0,45.92,25.89,65.34
Serratia marcescens,United States,2029.0,47.44,27.86,66.49
Serratia marcescens,United States,2030.0,48.96,28.32,67.93
Streptococcus pneumoniae,Australia,2025.0,5.93,0.0,13.16
Streptococcus pneumoniae,Australia,2026.0,6.03,0.0,14.37
Streptococcus pneumoniae,Australia,2027.0,6.14,0.0,13.8
Streptococcus pneumoniae,Australia,2028.0,6.24,0.06,14.15
Streptococcus pneumoniae,Australia,2029.0,6.34,0.0,13.11
Streptococcus pneumoniae,Australia,2030.0,6.45,0.0,13.77
Streptococcus pneumoniae,Belgium,2025.0,7.9,0.0,16.67
Streptococcus pneumoniae,Belgium,2026.0,7.98,0.0,16.69
Streptococcus pneumoniae,Belgium,2027.0,8.07,0.0,16.62
Streptococcus pneumoniae,Belgium,2028.0,8.15,0.0,16.43
Streptococcus pneumoniae,Belgium,2029.0,8.23,0.0,16.27
Streptococcus pneumoniae,Belgium,2030.0,8.31,0.0,17.45
Streptococcus pneumoniae,Canada,2025.0,9.71,1.21,17.59
Streptococcus pneumoniae,Canada,2026.0,9.92,1.83,17.79
Streptococcus pneumoniae,Canada,2027.0,10.13,1.94,19.15
Streptococcus pneumoniae,Canada,2028.0,10.34,1.97,18.58
Streptococcus pneumoniae,Canada,2029.0,10.55,2.2,18.16
Streptococcus pneumoniae,Canada,2030.0,10.76,2.76,18.6
Streptococcus pneumoniae,Croatia,2025.0,5.22,0.0,15.42
Streptococcus pneumoniae,Croatia,2026.0,4.1,0.0,13.59
Streptococcus pneumoniae,Croatia,2027.0,2.99,0.0,12.52
Streptococcus pneumoniae,Croatia,2028.0,1.87,0.0,10.65
Streptococcus pneumoniae,Croatia,2029.0,0.76,0.0,10.2
Streptococcus pneumoniae,Croatia,2030.0,0.0,0.0,8.93
Streptococcus pneumoniae,France,2025.0,20.67,6.38,35.36
Streptococcus pneumoniae,France,2026.0,20.38,7.58,34.74
Streptococcus pneumoniae,France,2027.0,20.08,5.4,32.34
Streptococcus pneumoniae,France,2028.0,19.79,6.72,33.39
Streptococcus pneumoniae,France,2029.0,19.49,4.34,33.2
Streptococcus pneumoniae,France,2030.0,19.2,5.87,34.4
Streptococcus pneumoniae,Germany,2025.0,1.73,0.0,5.98
Streptococcus pneumoniae,Germany,2026.0,1.58,0.0,5.11
Streptococcus pneumoniae,Germany,2027.0,1.43,0.0,5.39
Streptococcus pneumoniae,Germany,2028.0,1.29,0.0,5.07
Streptococcus pneumoniae,Germany,2029.0,1.14,0.0,4.9
Streptococcus pneumoniae,Germany,2030.0,0.99,0.0,4.73
Streptococcus pneumoniae,Israel,2025.0,14.27,5.72,24.61
Streptococcus pneumoniae,Israel,2026.0,14.45,4.93,24.77
Streptococcus pneumoniae,Israel,2027.0,14.62,5.57,23.21
Streptococcus pneumoniae,Israel,2028.0,14.79,5.32,24.77
